customer_id,first_name,last_name,email,phone,age,total_purchases,total_spent,join_date,city,state,average_order_value,tenure_days,Customer_tier
336.0,David,Garcia,david@email.com,,37.0,0,3495,2026-01-28,Philadelphia,PA,0.0,37,VIP
338.0,Frank,Davis,frank@email.com,(555) 789-0123,24.0,15,768,2023-06-09,San Diego,CA,51.2,1001,Regular
339.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,69.0,22,3057,2023-05-04,Dallas,TX,138.95,1037,VIP
340.0,Henry,Martinez,henry@email.com,(555) 901-2345,58.0,10,4289,2023-04-12,San Jose,CA,428.9,1059,VIP
341.0,John,Smith,john@email.com,(555) 123-4567,50.0,11,2161,2025-11-16,New York,NY,196.45,110,VIP
342.0,Mary,Johnson,mary@email.com,(555) 234-5678,57.0,9,3293,2023-08-17,Los Angeles,CA,365.89,932,VIP
343.0,Bob,Williams,bob@gmail.com,(555) 345-6789,56.0,31,946,2025-10-12,Chicago,IL,30.52,145,Regular
346.0,David,Garcia,david@email.com,,18.0,37,4150,2025-04-08,Philadelphia,PA,112.16,332,VIP
348.0,Frank,Davis,frank@email.com,(555) 789-0123,45.0,23,4873,2025-04-29,San Diego,CA,211.87,311,VIP
349.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,74.0,27,1481,2025-04-10,Dallas,TX,54.85,330,Regular
350.0,Henry,Martinez,henry@email.com,(555) 901-2345,42.0,7,1901,2023-08-12,San Jose,CA,271.57,937,Regular
351.0,John,Smith,john@email.com,(555) 123-4567,67.0,27,3451,2024-04-20,New York,NY,127.81,685,VIP
352.0,Mary,Johnson,mary@email.com,(555) 234-5678,40.0,35,4064,2024-08-11,Los Angeles,CA,116.11,572,VIP
353.0,Bob,Williams,bob@gmail.com,(555) 345-6789,48.0,25,54,2025-04-05,Chicago,IL,2.16,335,Occasional
356.0,David,Garcia,david@email.com,,52.0,27,3079,2023-08-02,Philadelphia,PA,114.04,947,VIP
358.0,Frank,Davis,frank@email.com,(555) 789-0123,77.0,36,4408,2026-01-07,San Diego,CA,122.44,58,VIP
359.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,33.0,40,2806,2024-11-23,Dallas,TX,70.15,468,VIP
360.0,Henry,Martinez,henry@email.com,(555) 901-2345,43.0,35,2490,2025-11-10,San Jose,CA,71.14,116,VIP
361.0,John,Smith,john@email.com,(555) 123-4567,65.0,26,327,2025-02-23,New York,NY,12.58,376,Occasional
362.0,Mary,Johnson,mary@email.com,(555) 234-5678,74.0,16,3310,2023-08-23,Los Angeles,CA,206.88,926,VIP
363.0,Bob,Williams,bob@gmail.com,(555) 345-6789,69.0,8,3300,2023-10-03,Chicago,IL,412.5,885,VIP
366.0,David,Garcia,david@email.com,,19.0,12,2143,2026-01-18,Philadelphia,PA,178.58,47,VIP
368.0,Frank,Davis,frank@email.com,(555) 789-0123,65.0,47,3191,2023-11-29,San Diego,CA,67.89,828,VIP
369.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,79.0,28,2538,2024-09-13,Dallas,TX,90.64,539,VIP
370.0,Henry,Martinez,henry@email.com,(555) 901-2345,29.0,12,3983,2024-02-10,San Jose,CA,331.92,755,VIP
371.0,John,Smith,john@email.com,(555) 123-4567,22.0,45,4547,2024-08-28,New York,NY,101.04,555,VIP
372.0,Mary,Johnson,mary@email.com,(555) 234-5678,54.0,34,164,2023-07-01,Los Angeles,CA,4.82,979,Occasional
373.0,Bob,Williams,bob@gmail.com,(555) 345-6789,49.0,5,4277,2025-09-12,Chicago,IL,855.4,175,VIP
376.0,David,Garcia,david@email.com,,26.0,46,4425,2024-12-18,Philadelphia,PA,96.2,443,VIP
378.0,Frank,Davis,frank@email.com,(555) 789-0123,52.0,1,2198,2024-07-13,San Diego,CA,2198.0,601,VIP
379.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,36.0,9,3156,2025-03-13,Dallas,TX,350.67,358,VIP
380.0,Henry,Martinez,henry@email.com,(555) 901-2345,65.0,29,4242,2023-07-25,San Jose,CA,146.28,955,VIP
381.0,John,Smith,john@email.com,(555) 123-4567,33.0,49,3695,2025-04-22,New York,NY,75.41,318,VIP
382.0,Mary,Johnson,mary@email.com,(555) 234-5678,20.0,44,3452,2024-01-18,Los Angeles,CA,78.45,778,VIP
383.0,Bob,Williams,bob@gmail.com,(555) 345-6789,37.0,4,914,2025-08-09,Chicago,IL,228.5,209,Regular
386.0,David,Garcia,david@email.com,,73.0,17,513,2026-01-21,Philadelphia,PA,30.18,44,Regular
388.0,Frank,Davis,frank@email.com,(555) 789-0123,41.0,46,3594,2023-09-28,San Diego,CA,78.13,890,VIP
389.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,69.0,48,4841,2023-12-10,Dallas,TX,100.85,817,VIP
391.0,John,Smith,john@email.com,(555) 123-4567,66.0,20,4802,2024-01-21,New York,NY,240.1,775,VIP
392.0,Mary,Johnson,mary@email.com,(555) 234-5678,25.0,25,4566,2024-10-21,Los Angeles,CA,182.64,501,VIP
393.0,Bob,Williams,bob@gmail.com,(555) 345-6789,53.0,24,3190,2023-07-17,Chicago,IL,132.92,963,VIP
396.0,David,Garcia,david@email.com,,37.0,48,804,2026-02-09,Philadelphia,PA,16.75,25,Regular
398.0,Frank,Davis,frank@email.com,(555) 789-0123,52.0,32,3577,2025-04-24,San Diego,CA,111.78,316,VIP
399.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,65.0,33,2901,2023-10-28,Dallas,TX,87.91,860,VIP
400.0,Henry,Martinez,henry@email.com,(555) 901-2345,79.0,40,1387,2023-05-13,San Jose,CA,34.67,1028,Regular
401.0,John,Smith,john@email.com,(555) 123-4567,42.0,34,4688,2024-08-07,New York,NY,137.88,576,VIP
402.0,Mary,Johnson,mary@email.com,(555) 234-5678,52.0,0,2761,2025-03-30,Los Angeles,CA,0.0,341,VIP
403.0,Bob,Williams,bob@gmail.com,(555) 345-6789,42.0,20,2679,2025-01-26,Chicago,IL,133.95,404,VIP
406.0,David,Garcia,david@email.com,,63.0,27,4831,2025-06-25,Philadelphia,PA,178.93,254,VIP
408.0,Frank,Davis,frank@email.com,(555) 789-0123,19.0,4,3953,2023-10-27,San Diego,CA,988.25,861,VIP
409.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,71.0,30,3186,2023-09-04,Dallas,TX,106.2,914,VIP
410.0,Henry,Martinez,henry@email.com,(555) 901-2345,52.0,4,3280,2026-01-14,San Jose,CA,820.0,51,VIP
411.0,John,Smith,john@email.com,(555) 123-4567,33.0,37,2573,2025-12-07,New York,NY,69.54,89,VIP
412.0,Mary,Johnson,mary@email.com,(555) 234-5678,78.0,2,4616,2025-05-26,Los Angeles,CA,2308.0,284,VIP
413.0,Bob,Williams,bob@gmail.com,(555) 345-6789,58.0,22,2599,2024-11-08,Chicago,IL,118.14,483,VIP
416.0,David,Garcia,david@email.com,,21.0,9,1304,2025-04-30,Philadelphia,PA,144.89,310,Regular
418.0,Frank,Davis,frank@email.com,(555) 789-0123,31.0,18,1301,2024-05-22,San Diego,CA,72.28,653,Regular
419.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,38.0,16,2541,2025-05-17,Dallas,TX,158.81,293,VIP
420.0,Henry,Martinez,henry@email.com,(555) 901-2345,65.0,20,2051,2024-06-29,San Jose,CA,102.55,615,VIP
421.0,John,Smith,john@email.com,(555) 123-4567,37.0,13,441,2023-10-21,New York,NY,33.92,867,Occasional
422.0,Mary,Johnson,mary@email.com,(555) 234-5678,73.0,8,2076,2023-10-03,Los Angeles,CA,259.5,885,VIP
423.0,Bob,Williams,bob@gmail.com,(555) 345-6789,25.0,45,3180,2025-10-01,Chicago,IL,70.67,156,VIP
426.0,David,Garcia,david@email.com,,34.0,12,804,2025-04-04,Philadelphia,PA,67.0,336,Regular
428.0,Frank,Davis,frank@email.com,(555) 789-0123,65.0,0,2175,2023-09-09,San Diego,CA,0.0,909,VIP
429.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,29.0,48,3924,2024-03-26,Dallas,TX,81.75,710,VIP
430.0,Henry,Martinez,henry@email.com,(555) 901-2345,76.0,39,2089,2025-08-30,San Jose,CA,53.56,188,VIP
431.0,John,Smith,john@email.com,(555) 123-4567,68.0,31,40,2025-04-12,New York,NY,1.29,328,Occasional
432.0,Mary,Johnson,mary@email.com,(555) 234-5678,39.0,33,2081,2025-09-08,Los Angeles,CA,63.06,179,VIP
433.0,Bob,Williams,bob@gmail.com,(555) 345-6789,72.0,27,4683,2024-06-01,Chicago,IL,173.44,643,VIP
436.0,David,Garcia,david@email.com,,47.0,38,4052,2023-06-18,Philadelphia,PA,106.63,992,VIP
438.0,Frank,Davis,frank@email.com,(555) 789-0123,55.0,33,645,2023-04-04,San Diego,CA,19.55,1067,Regular
439.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,62.0,2,4826,2025-05-05,Dallas,TX,2413.0,305,VIP
440.0,Henry,Martinez,henry@email.com,(555) 901-2345,68.0,49,4263,2023-12-07,San Jose,CA,87.0,820,VIP
441.0,John,Smith,john@email.com,(555) 123-4567,71.0,11,609,2023-04-23,New York,NY,55.36,1048,Regular
442.0,Mary,Johnson,mary@email.com,(555) 234-5678,25.0,0,454,2025-10-15,Los Angeles,CA,0.0,142,Occasional
443.0,Bob,Williams,bob@gmail.com,(555) 345-6789,44.0,43,2953,2023-03-20,Chicago,IL,68.67,1082,VIP
446.0,David,Garcia,david@email.com,,38.0,29,2969,2023-02-24,Philadelphia,PA,102.38,1106,VIP
448.0,Frank,Davis,frank@email.com,(555) 789-0123,50.0,47,4797,2023-05-09,San Diego,CA,102.06,1032,VIP
449.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,45.0,46,2681,2024-03-22,Dallas,TX,58.28,714,VIP
450.0,Henry,Martinez,henry@email.com,(555) 901-2345,64.0,22,3629,2023-04-12,San Jose,CA,164.95,1059,VIP
451.0,John,Smith,john@email.com,(555) 123-4567,50.0,14,4225,2024-10-09,New York,NY,301.79,513,VIP
452.0,Mary,Johnson,mary@email.com,(555) 234-5678,22.0,36,3067,2025-05-11,Los Angeles,CA,85.19,299,VIP
453.0,Bob,Williams,bob@gmail.com,(555) 345-6789,77.0,20,1386,2024-03-20,Chicago,IL,69.3,716,Regular
456.0,David,Garcia,david@email.com,,36.0,10,4788,2025-07-09,Philadelphia,PA,478.8,240,VIP
458.0,Frank,Davis,frank@email.com,(555) 789-0123,52.0,37,4889,2024-10-04,San Diego,CA,132.14,518,VIP
459.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,66.0,33,4124,2024-12-11,Dallas,TX,124.97,450,VIP
460.0,Henry,Martinez,henry@email.com,(555) 901-2345,34.0,37,148,2023-08-07,San Jose,CA,4.0,942,Occasional
461.0,John,Smith,john@email.com,(555) 123-4567,61.0,49,3850,2025-09-13,New York,NY,78.57,174,VIP
462.0,Mary,Johnson,mary@email.com,(555) 234-5678,45.0,33,2058,2025-01-23,Los Angeles,CA,62.36,407,VIP
463.0,Bob,Williams,bob@gmail.com,(555) 345-6789,47.0,17,1136,2025-04-09,Chicago,IL,66.82,331,Regular
466.0,David,Garcia,david@email.com,,70.0,26,1250,2025-02-01,Philadelphia,PA,48.08,398,Regular
468.0,Frank,Davis,frank@email.com,(555) 789-0123,52.0,37,4193,2025-10-05,San Diego,CA,113.32,152,VIP
469.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,77.0,32,4150,2023-05-03,Dallas,TX,129.69,1038,VIP
470.0,Henry,Martinez,henry@email.com,(555) 901-2345,58.0,23,2711,2024-04-13,San Jose,CA,117.87,692,VIP
471.0,John,Smith,john@email.com,(555) 123-4567,54.0,14,4853,2024-09-12,New York,NY,346.64,540,VIP
472.0,Mary,Johnson,mary@email.com,(555) 234-5678,41.0,29,4501,2025-11-17,Los Angeles,CA,155.21,109,VIP
473.0,Bob,Williams,bob@gmail.com,(555) 345-6789,46.0,41,1785,2025-04-06,Chicago,IL,43.54,334,Regular
476.0,David,Garcia,david@email.com,,70.0,28,3920,2025-04-14,Philadelphia,PA,140.0,326,VIP
478.0,Frank,Davis,frank@email.com,(555) 789-0123,52.0,9,481,2024-07-03,San Diego,CA,53.44,611,Occasional
479.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,77.0,16,153,2023-05-31,Dallas,TX,9.56,1010,Occasional
480.0,Henry,Martinez,henry@email.com,(555) 901-2345,50.0,9,1524,2025-03-03,San Jose,CA,169.33,368,Regular
481.0,John,Smith,john@email.com,(555) 123-4567,69.0,16,2120,2023-11-20,New York,NY,132.5,837,VIP
482.0,Mary,Johnson,mary@email.com,(555) 234-5678,78.0,19,2343,2023-12-03,Los Angeles,CA,123.32,824,VIP
483.0,Bob,Williams,bob@gmail.com,(555) 345-6789,38.0,23,1240,2023-04-23,Chicago,IL,53.91,1048,Regular
486.0,David,Garcia,david@email.com,,50.0,5,1639,2025-02-15,Philadelphia,PA,327.8,384,Regular
488.0,Frank,Davis,frank@email.com,(555) 789-0123,35.0,12,4226,2024-03-09,San Diego,CA,352.17,727,VIP
489.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,42.0,42,3569,2024-07-16,Dallas,TX,84.98,598,VIP
490.0,Henry,Martinez,henry@email.com,(555) 901-2345,59.0,42,1252,2024-03-25,San Jose,CA,29.81,711,Regular
491.0,John,Smith,john@email.com,(555) 123-4567,48.0,47,4203,2023-12-23,New York,NY,89.43,804,VIP
492.0,Mary,Johnson,mary@email.com,(555) 234-5678,71.0,10,171,2024-07-06,Los Angeles,CA,17.1,608,Occasional
493.0,Bob,Williams,bob@gmail.com,(555) 345-6789,75.0,46,1458,2024-07-02,Chicago,IL,31.7,612,Regular
496.0,David,Garcia,david@email.com,,63.0,30,2322,2024-10-05,Philadelphia,PA,77.4,517,VIP
498.0,Frank,Davis,frank@email.com,(555) 789-0123,67.0,15,3115,2025-01-10,San Diego,CA,207.67,420,VIP
499.0,Grace,Rodriguez,grace@email.com,(555) 890-1234,49.0,7,4090,2023-05-17,Dallas,TX,584.29,1024,VIP
500.0,Henry,Martinez,henry@email.com,(555) 901-2345,64.0,3,3004,2023-10-14,San Jose,CA,1001.33,874,VIP
