customer_id,first_name,last_name,email,phone,age,total_purchases,total_spent,join_date,city,state
283,bob,williams,  bob@gmail.com,5553456789,76.0,44,1332,2024-06-14,CHICAGO  ,IL
284,  Alice  ,Brown  ,alice.email.com,555.456.7890,66.0,3,201,2025-08-29,  Houston,TX  
285,Charlie,Jones,charlie@,invalid,19.0,35,3507,2026-01-31,Phoenix,AZ
286,david,Garcia,david@email.com,123,19.0,5,4212,2024-02-13,Philadelphia,PA
287,Emma,Miller,invalid-email,(555)678-9012,45.0,30,574,2023-12-03,san antonio,TX
288,FRANK,  Davis,frank@email.com,555 789 0123,71.0,18,536,2025-11-01,San Diego,CA
289,grace,Rodriguez,grace@email.com,5558901234,40.0,43,1625,2023-12-25,Dallas,TX
290,Henry,Martinez,henry@email.com,(555) 901-2345,54.0,38,2122,2025-07-12,San Jose,CA
291,  John,Smith,john@EMAIL.com,(555) 123-4567,49.0,26,385,2025-01-06,New York,NY
292,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,50.0,9,3281,2024-07-03,los angeles,ca
293,bob,williams,  bob@gmail.com,5553456789,18.0,25,474,2023-09-06,CHICAGO  ,IL
294,  Alice  ,Brown  ,alice.email.com,555.456.7890,36.0,18,417,2023-03-09,  Houston,TX  
295,Charlie,Jones,charlie@,invalid,79.0,38,3600,2024-06-29,Phoenix,AZ
296,david,Garcia,david@email.com,123,19.0,2,954,2025-11-11,Philadelphia,PA
297,Emma,Miller,invalid-email,(555)678-9012,70.0,44,4971,2024-04-09,san antonio,TX
298,FRANK,  Davis,frank@email.com,555 789 0123,61.0,12,4858,2024-02-28,San Diego,CA
299,grace,Rodriguez,grace@email.com,5558901234,43.0,49,1205,2023-07-21,Dallas,TX
300,Henry,Martinez,henry@email.com,(555) 901-2345,49.0,27,4759,2025-06-14,San Jose,CA
301,  John,Smith,john@EMAIL.com,(555) 123-4567,23.0,19,4120,2026-02-09,New York,NY
302,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,49.0,27,1990,2025-07-01,los angeles,ca
303,bob,williams,  bob@gmail.com,5553456789,72.0,7,4805,2023-12-03,CHICAGO  ,IL
304,  Alice  ,Brown  ,alice.email.com,555.456.7890,21.0,40,3572,2024-07-02,  Houston,TX  
305,Charlie,Jones,charlie@,invalid,72.0,38,4380,2025-10-18,Phoenix,AZ
306,david,Garcia,david@email.com,123,28.0,0,4158,2023-08-08,Philadelphia,PA
307,Emma,Miller,invalid-email,(555)678-9012,73.0,2,4757,2025-08-01,san antonio,TX
308,FRANK,  Davis,frank@email.com,555 789 0123,76.0,12,2713,2023-09-24,San Diego,CA
309,grace,Rodriguez,grace@email.com,5558901234,34.0,27,2203,2025-11-13,Dallas,TX
310,Henry,Martinez,henry@email.com,(555) 901-2345,55.0,48,3120,2025-10-12,San Jose,CA
311,  John,Smith,john@EMAIL.com,(555) 123-4567,41.0,24,966,2025-09-21,New York,NY
312,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,22.0,32,4944,2023-05-24,los angeles,ca
313,bob,williams,  bob@gmail.com,5553456789,69.0,37,3432,2025-10-28,CHICAGO  ,IL
314,  Alice  ,Brown  ,alice.email.com,555.456.7890,51.0,5,688,2023-09-08,  Houston,TX  
315,Charlie,Jones,charlie@,invalid,23.0,43,4243,2024-12-10,Phoenix,AZ
316,david,Garcia,david@email.com,123,39.0,44,3701,2025-03-31,Philadelphia,PA
317,Emma,Miller,invalid-email,(555)678-9012,28.0,31,341,2024-05-17,san antonio,TX
318,FRANK,  Davis,frank@email.com,555 789 0123,65.0,44,1724,2026-02-02,San Diego,CA
319,grace,Rodriguez,grace@email.com,5558901234,33.0,46,4422,2023-12-30,Dallas,TX
320,Henry,Martinez,henry@email.com,(555) 901-2345,50.0,20,1792,2025-07-03,San Jose,CA
321,  John,Smith,john@EMAIL.com,(555) 123-4567,26.0,15,1759,2024-08-07,New York,NY
322,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,77.0,20,3212,2024-02-26,los angeles,ca
323,bob,williams,  bob@gmail.com,5553456789,76.0,10,989,2025-10-23,CHICAGO  ,IL
324,  Alice  ,Brown  ,alice.email.com,555.456.7890,23.0,36,2262,2025-06-05,  Houston,TX  
325,Charlie,Jones,charlie@,invalid,33.0,35,2482,2025-01-24,Phoenix,AZ
326,david,Garcia,david@email.com,123,46.0,34,951,2026-02-04,Philadelphia,PA
327,Emma,Miller,,(555)678-9012,20.0,18,722,2024-11-09,san antonio,TX
328,FRANK,  Davis,frank@email.com,555 789 0123,37.0,19,3389,2025-07-18,San Diego,CA
329,grace,Rodriguez,grace@email.com,5558901234,77.0,17,2079,2023-08-26,Dallas,TX
330,Henry,Martinez,henry@email.com,(555) 901-2345,76.0,46,2717,2026-01-20,San Jose,CA
331,  John,Smith,john@EMAIL.com,(555) 123-4567,53.0,40,2332,2024-12-28,New York,NY
332,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,36.0,48,3376,2023-08-31,los angeles,ca
333,bob,williams,  bob@gmail.com,5553456789,43.0,13,4524,2024-09-14,CHICAGO  ,IL
334,  Alice  ,Brown  ,alice.email.com,555.456.7890,20.0,14,1500,2023-11-25,  Houston,TX  
335,Charlie,Jones,charlie@,invalid,36.0,30,285,2023-09-21,Phoenix,AZ
336,david,Garcia,david@email.com,123,37.0,0,3495,2026-01-28,Philadelphia,PA
337,Emma,Miller,invalid-email,(555)678-9012,49.0,2,2065,2023-06-16,san antonio,TX
338,FRANK,  Davis,frank@email.com,555 789 0123,24.0,15,768,2023-06-09,San Diego,CA
339,grace,Rodriguez,grace@email.com,5558901234,69.0,22,3057,2023-05-04,Dallas,TX
340,Henry,Martinez,henry@email.com,(555) 901-2345,58.0,10,4289,2023-04-12,San Jose,CA
341,  John,Smith,john@EMAIL.com,(555) 123-4567,50.0,11,2161,2025-11-16,New York,NY
342,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,57.0,9,3293,2023-08-17,los angeles,ca
343,bob,williams,  bob@gmail.com,5553456789,56.0,31,946,2025-10-12,CHICAGO  ,IL
344,  Alice  ,Brown  ,alice.email.com,555.456.7890,35.0,15,4926,2024-01-23,  Houston,TX  
345,Charlie,Jones,charlie@,invalid,57.0,7,3335,2024-03-28,Phoenix,AZ
346,david,Garcia,david@email.com,123,18.0,37,4150,2025-04-08,Philadelphia,PA
347,Emma,Miller,invalid-email,(555)678-9012,28.0,11,4895,2024-03-18,san antonio,TX
348,FRANK,  Davis,frank@email.com,555 789 0123,45.0,23,4873,2025-04-29,San Diego,CA
349,grace,Rodriguez,grace@email.com,5558901234,74.0,27,1481,2025-04-10,Dallas,TX
350,Henry,Martinez,henry@email.com,(555) 901-2345,42.0,7,1901,2023-08-12,San Jose,CA
351,  John,Smith,john@EMAIL.com,(555) 123-4567,67.0,27,3451,2024-04-20,New York,NY
352,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,40.0,35,4064,2024-08-11,los angeles,ca
353,bob,williams,  bob@gmail.com,5553456789,48.0,25,54,2025-04-05,CHICAGO  ,IL
354,  Alice  ,Brown  ,alice.email.com,555.456.7890,47.0,7,1823,2023-09-22,  Houston,TX  
355,Charlie,Jones,charlie@,invalid,59.0,49,3462,2023-02-24,Phoenix,AZ
356,david,Garcia,david@email.com,123,52.0,27,3079,2023-08-02,Philadelphia,PA
357,Emma,Miller,invalid-email,(555)678-9012,24.0,27,832,2024-01-18,san antonio,TX
358,FRANK,  Davis,frank@email.com,555 789 0123,77.0,36,4408,2026-01-07,San Diego,CA
359,grace,Rodriguez,grace@email.com,5558901234,33.0,40,2806,2024-11-23,Dallas,TX
360,Henry,Martinez,henry@email.com,(555) 901-2345,43.0,35,2490,2025-11-10,San Jose,CA
361,  John,Smith,john@EMAIL.com,(555) 123-4567,65.0,26,327,2025-02-23,New York,NY
362,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,74.0,16,3310,2023-08-23,los angeles,ca
363,bob,williams,  bob@gmail.com,5553456789,69.0,8,3300,2023-10-03,CHICAGO  ,IL
364,  Alice  ,Brown  ,alice.email.com,555.456.7890,77.0,32,3675,2025-09-05,  Houston,TX  
365,Charlie,Jones,charlie@,invalid,66.0,19,3054,2023-06-30,Phoenix,AZ
366,david,Garcia,david@email.com,123,19.0,12,2143,2026-01-18,Philadelphia,PA
367,Emma,Miller,invalid-email,(555)678-9012,18.0,27,1311,2025-01-03,san antonio,TX
368,FRANK,  Davis,frank@email.com,555 789 0123,65.0,47,3191,2023-11-29,San Diego,CA
369,grace,Rodriguez,grace@email.com,5558901234,79.0,28,2538,2024-09-13,Dallas,TX
370,Henry,Martinez,henry@email.com,(555) 901-2345,29.0,12,3983,2024-02-10,San Jose,CA
371,  John,Smith,john@EMAIL.com,(555) 123-4567,22.0,45,4547,2024-08-28,New York,NY
372,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,54.0,34,164,2023-07-01,los angeles,ca
373,bob,williams,  bob@gmail.com,5553456789,49.0,5,4277,2025-09-12,CHICAGO  ,IL
374,  Alice  ,Brown  ,alice.email.com,555.456.7890,76.0,17,822,2023-07-10,  Houston,TX  
375,Charlie,Jones,charlie@,invalid,72.0,4,943,2024-06-13,Phoenix,AZ
376,david,Garcia,david@email.com,123,26.0,46,4425,2024-12-18,Philadelphia,PA
377,Emma,Miller,invalid-email,(555)678-9012,58.0,24,774,2023-09-29,san antonio,TX
378,FRANK,  Davis,frank@email.com,555 789 0123,52.0,1,2198,2024-07-13,San Diego,CA
379,grace,Rodriguez,grace@email.com,5558901234,36.0,9,3156,2025-03-13,Dallas,TX
380,Henry,Martinez,henry@email.com,(555) 901-2345,65.0,29,4242,2023-07-25,San Jose,CA
381,  John,Smith,john@EMAIL.com,(555) 123-4567,33.0,49,3695,2025-04-22,New York,NY
382,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,20.0,44,3452,2024-01-18,los angeles,ca
383,bob,williams,  bob@gmail.com,5553456789,37.0,4,914,2025-08-09,CHICAGO  ,IL
384,  Alice  ,Brown  ,alice.email.com,555.456.7890,41.0,32,1308,2024-05-15,  Houston,TX  
385,Charlie,Jones,charlie@,invalid,71.0,0,4177,2024-08-30,Phoenix,AZ
386,david,Garcia,david@email.com,123,73.0,17,513,2026-01-21,Philadelphia,PA
387,Emma,Miller,invalid-email,(555)678-9012,50.0,31,1920,2023-08-15,san antonio,TX
388,FRANK,  Davis,frank@email.com,555 789 0123,41.0,46,3594,2023-09-28,San Diego,CA
389,grace,Rodriguez,grace@email.com,5558901234,69.0,48,4841,2023-12-10,Dallas,TX
390,,Martinez,henry@email.com,,28.0,10,1409,2025-11-03,San Jose,CA
391,  John,Smith,john@EMAIL.com,(555) 123-4567,66.0,20,4802,2024-01-21,New York,NY
392,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,25.0,25,4566,2024-10-21,los angeles,ca
393,bob,williams,  bob@gmail.com,5553456789,53.0,24,3190,2023-07-17,CHICAGO  ,IL
394,  Alice  ,Brown  ,alice.email.com,555.456.7890,55.0,21,4491,2024-09-03,  Houston,TX  
395,Charlie,Jones,charlie@,invalid,57.0,26,1555,2025-03-14,Phoenix,AZ
396,david,Garcia,david@email.com,123,37.0,48,804,2026-02-09,Philadelphia,PA
397,Emma,Miller,invalid-email,(555)678-9012,79.0,12,1279,2025-02-01,san antonio,TX
398,FRANK,  Davis,frank@email.com,555 789 0123,52.0,32,3577,2025-04-24,San Diego,CA
399,grace,Rodriguez,grace@email.com,5558901234,65.0,33,2901,2023-10-28,Dallas,TX
400,Henry,Martinez,henry@email.com,(555) 901-2345,79.0,40,1387,2023-05-13,San Jose,CA
401,  John,Smith,john@EMAIL.com,(555) 123-4567,42.0,34,4688,2024-08-07,New York,NY
402,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,52.0,0,2761,2025-03-30,los angeles,ca
403,bob,williams,  bob@gmail.com,5553456789,42.0,20,2679,2025-01-26,CHICAGO  ,IL
404,  Alice  ,Brown  ,alice.email.com,555.456.7890,46.0,47,2106,2026-01-28,  Houston,TX  
405,Charlie,Jones,charlie@,invalid,35.0,5,4223,2024-09-25,Phoenix,AZ
406,david,Garcia,david@email.com,123,63.0,27,4831,2025-06-25,Philadelphia,PA
407,Emma,Miller,invalid-email,(555)678-9012,35.0,16,2768,2025-10-04,san antonio,TX
408,FRANK,  Davis,frank@email.com,555 789 0123,19.0,4,3953,2023-10-27,San Diego,CA
409,grace,Rodriguez,grace@email.com,5558901234,71.0,30,3186,2023-09-04,Dallas,TX
410,Henry,Martinez,henry@email.com,(555) 901-2345,52.0,4,3280,2026-01-14,San Jose,CA
411,  John,Smith,john@EMAIL.com,(555) 123-4567,33.0,37,2573,2025-12-07,New York,NY
412,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,78.0,2,4616,2025-05-26,los angeles,ca
413,bob,williams,  bob@gmail.com,5553456789,58.0,22,2599,2024-11-08,CHICAGO  ,IL
414,  Alice  ,Brown  ,alice.email.com,555.456.7890,53.0,36,4033,2025-04-16,  Houston,TX  
415,Charlie,Jones,charlie@,invalid,50.0,36,236,2023-08-07,Phoenix,AZ
416,david,Garcia,david@email.com,123,21.0,9,1304,2025-04-30,Philadelphia,PA
417,Emma,Miller,invalid-email,(555)678-9012,50.0,9,3430,2023-04-14,san antonio,TX
418,FRANK,  Davis,frank@email.com,555 789 0123,31.0,18,1301,2024-05-22,San Diego,CA
419,grace,Rodriguez,grace@email.com,5558901234,38.0,16,2541,2025-05-17,Dallas,TX
420,Henry,Martinez,henry@email.com,(555) 901-2345,65.0,20,2051,2024-06-29,San Jose,CA
421,  John,Smith,john@EMAIL.com,(555) 123-4567,37.0,13,441,2023-10-21,New York,NY
422,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,73.0,8,2076,2023-10-03,los angeles,ca
423,bob,williams,  bob@gmail.com,5553456789,25.0,45,3180,2025-10-01,CHICAGO  ,IL
424,  Alice  ,Brown  ,alice.email.com,555.456.7890,24.0,0,2657,2023-06-15,  Houston,TX  
425,Charlie,Jones,charlie@,invalid,20.0,44,3798,2024-09-16,Phoenix,AZ
426,david,Garcia,david@email.com,123,34.0,12,804,2025-04-04,Philadelphia,PA
427,Emma,Miller,invalid-email,(555)678-9012,50.0,3,74,2024-07-15,san antonio,TX
428,FRANK,  Davis,frank@email.com,555 789 0123,65.0,0,2175,2023-09-09,San Diego,CA
429,grace,Rodriguez,grace@email.com,5558901234,29.0,48,3924,2024-03-26,Dallas,TX
430,Henry,Martinez,henry@email.com,(555) 901-2345,76.0,39,2089,2025-08-30,San Jose,CA
431,  John,Smith,john@EMAIL.com,(555) 123-4567,68.0,31,40,2025-04-12,New York,NY
432,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,39.0,33,2081,2025-09-08,los angeles,ca
433,bob,williams,  bob@gmail.com,5553456789,72.0,27,4683,2024-06-01,CHICAGO  ,IL
434,  Alice  ,Brown  ,alice.email.com,555.456.7890,39.0,30,1622,2023-06-30,  Houston,TX  
435,Charlie,Jones,charlie@,invalid,63.0,7,341,2025-03-14,Phoenix,AZ
436,david,Garcia,david@email.com,123,47.0,38,4052,2023-06-18,Philadelphia,PA
437,Emma,Miller,invalid-email,(555)678-9012,55.0,25,2074,2024-09-18,san antonio,TX
438,FRANK,  Davis,frank@email.com,555 789 0123,55.0,33,645,2023-04-04,San Diego,CA
439,grace,Rodriguez,grace@email.com,5558901234,62.0,2,4826,2025-05-05,Dallas,TX
440,Henry,Martinez,henry@email.com,(555) 901-2345,68.0,49,4263,2023-12-07,San Jose,CA
441,  John,Smith,john@EMAIL.com,(555) 123-4567,71.0,11,609,2023-04-23,New York,NY
442,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,25.0,0,454,2025-10-15,los angeles,ca
443,bob,williams,  bob@gmail.com,5553456789,44.0,43,2953,2023-03-20,CHICAGO  ,IL
444,  Alice  ,Brown  ,alice.email.com,555.456.7890,44.0,4,1708,2025-07-28,  Houston,TX  
445,Charlie,Jones,charlie@,invalid,51.0,29,3472,2024-10-14,Phoenix,AZ
446,david,Garcia,david@email.com,123,38.0,29,2969,2023-02-24,Philadelphia,PA
447,Emma,Miller,invalid-email,(555)678-9012,47.0,16,3028,2023-10-28,san antonio,TX
448,FRANK,  Davis,frank@email.com,555 789 0123,50.0,47,4797,2023-05-09,San Diego,CA
449,grace,Rodriguez,grace@email.com,5558901234,45.0,46,2681,2024-03-22,Dallas,TX
450,Henry,Martinez,henry@email.com,(555) 901-2345,64.0,22,3629,2023-04-12,San Jose,CA
451,  John,Smith,john@EMAIL.com,(555) 123-4567,50.0,14,4225,2024-10-09,New York,NY
452,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,22.0,36,3067,2025-05-11,los angeles,ca
453,bob,williams,  bob@gmail.com,5553456789,77.0,20,1386,2024-03-20,CHICAGO  ,IL
454,  Alice  ,Brown  ,alice.email.com,555.456.7890,78.0,13,3776,2025-06-14,  Houston,TX  
455,Charlie,Jones,,invalid,65.0,1,2866,2025-10-08,Phoenix,AZ
456,david,Garcia,david@email.com,123,36.0,10,4788,2025-07-09,Philadelphia,PA
457,Emma,Miller,invalid-email,(555)678-9012,21.0,38,3363,2023-03-16,san antonio,TX
458,FRANK,  Davis,frank@email.com,555 789 0123,52.0,37,4889,2024-10-04,San Diego,CA
459,grace,Rodriguez,grace@email.com,5558901234,66.0,33,4124,2024-12-11,Dallas,TX
460,Henry,Martinez,henry@email.com,(555) 901-2345,34.0,37,148,2023-08-07,San Jose,CA
461,  John,Smith,john@EMAIL.com,(555) 123-4567,61.0,49,3850,2025-09-13,New York,NY
462,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,45.0,33,2058,2025-01-23,los angeles,ca
463,bob,williams,  bob@gmail.com,5553456789,47.0,17,1136,2025-04-09,CHICAGO  ,IL
464,  Alice  ,Brown  ,alice.email.com,555.456.7890,46.0,29,186,2024-01-27,  Houston,TX  
465,Charlie,Jones,charlie@,invalid,63.0,14,2854,2023-09-03,Phoenix,AZ
466,david,Garcia,david@email.com,123,70.0,26,1250,2025-02-01,Philadelphia,PA
467,Emma,Miller,invalid-email,(555)678-9012,23.0,33,1333,2023-04-16,san antonio,TX
468,FRANK,  Davis,frank@email.com,555 789 0123,52.0,37,4193,2025-10-05,San Diego,CA
469,grace,Rodriguez,grace@email.com,5558901234,77.0,32,4150,2023-05-03,Dallas,TX
470,Henry,Martinez,henry@email.com,(555) 901-2345,58.0,23,2711,2024-04-13,San Jose,CA
471,  John,Smith,john@EMAIL.com,(555) 123-4567,54.0,14,4853,2024-09-12,New York,NY
472,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,41.0,29,4501,2025-11-17,los angeles,ca
473,bob,williams,  bob@gmail.com,5553456789,46.0,41,1785,2025-04-06,CHICAGO  ,IL
474,  Alice  ,Brown  ,alice.email.com,555.456.7890,66.0,16,750,2024-12-11,  Houston,TX  
475,Charlie,Jones,charlie@,invalid,63.0,4,1762,2025-10-20,Phoenix,AZ
476,david,Garcia,david@email.com,123,70.0,28,3920,2025-04-14,Philadelphia,PA
477,Emma,Miller,invalid-email,(555)678-9012,48.0,3,4460,2024-01-29,san antonio,TX
478,FRANK,  Davis,frank@email.com,555 789 0123,52.0,9,481,2024-07-03,San Diego,CA
479,grace,Rodriguez,grace@email.com,5558901234,77.0,16,153,2023-05-31,Dallas,TX
480,Henry,Martinez,henry@email.com,(555) 901-2345,50.0,9,1524,2025-03-03,San Jose,CA
481,  John,Smith,john@EMAIL.com,(555) 123-4567,69.0,16,2120,2023-11-20,New York,NY
482,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,78.0,19,2343,2023-12-03,los angeles,ca
483,bob,williams,  bob@gmail.com,5553456789,38.0,23,1240,2023-04-23,CHICAGO  ,IL
484,  Alice  ,Brown  ,alice.email.com,555.456.7890,49.0,4,60,2023-03-02,  Houston,TX  
485,Charlie,Jones,charlie@,invalid,40.0,33,938,2023-02-14,Phoenix,AZ
486,david,Garcia,david@email.com,123,50.0,5,1639,2025-02-15,Philadelphia,PA
487,Emma,Miller,invalid-email,(555)678-9012,20.0,1,4120,2023-05-08,san antonio,TX
488,FRANK,  Davis,frank@email.com,555 789 0123,35.0,12,4226,2024-03-09,San Diego,CA
489,grace,Rodriguez,grace@email.com,5558901234,42.0,42,3569,2024-07-16,Dallas,TX
490,Henry,Martinez,henry@email.com,(555) 901-2345,59.0,42,1252,2024-03-25,San Jose,CA
491,  John,Smith,john@EMAIL.com,(555) 123-4567,48.0,47,4203,2023-12-23,New York,NY
492,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,71.0,10,171,2024-07-06,los angeles,ca
493,bob,williams,  bob@gmail.com,5553456789,75.0,46,1458,2024-07-02,CHICAGO  ,IL
494,  Alice  ,Brown  ,alice.email.com,555.456.7890,20.0,22,3549,2024-10-10,  Houston,TX  
495,Charlie,Jones,charlie@,invalid,57.0,15,4197,2023-06-16,Phoenix,AZ
496,david,Garcia,david@email.com,123,63.0,30,2322,2024-10-05,Philadelphia,PA
497,Emma,Miller,invalid-email,(555)678-9012,41.0,10,1636,2026-01-23,san antonio,TX
498,FRANK,  Davis,frank@email.com,555 789 0123,67.0,15,3115,2025-01-10,San Diego,CA
499,grace,Rodriguez,grace@email.com,5558901234,49.0,7,4090,2023-05-17,Dallas,TX
500,Henry,Martinez,henry@email.com,(555) 901-2345,64.0,3,3004,2023-10-14,San Jose,CA
11,  John,Smith,john@EMAIL.com,(555) 123-4567,36.0,8,1969,2024-10-10,New York,NY
26,david,Garcia,david@email.com,123,47.0,19,4202,2024-02-15,Philadelphia,PA
41,  John,Smith,john@EMAIL.com,(555) 123-4567,59.0,24,4123,2025-08-12,New York,NY
,  John,Smith,john@EMAIL.com,(555) 123-4567,62.0,10,3712,2023-11-12,New York,NY
,MARY  ,JOHNSON,mary@email.COM  ,555-234-5678,24.0,24,2772,2023-02-18,los angeles,ca
,bob,williams,  bob@gmail.com,5553456789,29.0,6,2190,2023-08-09,CHICAGO  ,IL
,  Alice  ,Brown  ,alice.email.com,555.456.7890,36.0,28,1440,2025-04-12,  Houston,TX  
,Charlie,Jones,charlie@,invalid,49.0,48,3338,2023-09-28,Phoenix,AZ
,david,Garcia,david@email.com,123,25.0,45,2889,2023-06-25,Philadelphia,PA
,Emma,Miller,invalid-email,(555)678-9012,63.0,8,1026,2025-11-18,san antonio,TX
,FRANK,  Davis,frank@email.com,555 789 0123,43.0,7,2863,2025-12-31,San Diego,CA
,grace,Rodriguez,grace@email.com,5558901234,45.0,28,1177,2025-12-31,Dallas,TX
,Henry,Martinez,henry@email.com,(555) 901-2345,29.0,4,4399,2025-12-31,San Jose,CA
